id,hypothesis_id,mechanism_id,relation_type,polarity,evidence_for_count,evidence_against_count,evidence_strength_aggregate,context_scope,status,created_at,last_updated
HME-00001,HYP-0001,MEC-0003,acts_through,unknown,,,0.6912,,active,2026-04-24T17:07:31+00:00,2026-04-29T22:13:43+00:00
HME-00002,HYP-0001,MEC-0004,acts_through,unknown,,,0.7230,,active,2026-04-24T17:07:31+00:00,2026-04-29T22:13:43+00:00
HME-00003,HYP-0002,MEC-0001,acts_through,unknown,,,0.7413,,active,2026-04-24T17:07:31+00:00,2026-04-29T22:13:43+00:00
HME-00004,HYP-0003,MEC-0003,acts_through,unknown,,,0.6058,,active,2026-04-24T17:07:31+00:00,2026-04-29T22:13:43+00:00
HME-00005,HYP-0005,MEC-0008,acts_through,unknown,,,0.7115,,active,2026-04-24T17:07:31+00:00,2026-04-29T22:13:43+00:00
HME-00006,HYP-0006,MEC-0001,acts_through,unknown,,,0.7749,,active,2026-04-24T17:07:31+00:00,2026-04-29T22:13:43+00:00
HME-00007,HYP-0006,MEC-0010,acts_through,unknown,,,0.7663,,active,2026-04-24T17:07:31+00:00,2026-04-29T22:13:43+00:00
HME-00008,HYP-0007,MEC-0004,acts_through,unknown,,,0.7229,,active,2026-04-24T17:07:31+00:00,2026-04-29T22:13:43+00:00
HME-00009,HYP-0007,MEC-0008,acts_through,unknown,,,0.7386,,active,2026-04-24T17:07:31+00:00,2026-04-29T22:13:43+00:00
HME-00010,HYP-0008,MEC-0002,acts_through,unknown,,,0.7728,,active,2026-04-24T17:07:31+00:00,2026-04-29T22:13:43+00:00
HME-00011,HYP-0017,MEC-0001,acts_through,unknown,,,0.0000,,active,2026-04-24T17:07:31+00:00,2026-04-29T22:13:43+00:00
HME-00012,HYP-0018,MEC-0002,acts_through,unknown,,,0.0000,,active,2026-04-24T17:07:31+00:00,2026-04-29T22:13:43+00:00
HME-00013,HYP-0019,MEC-0002,acts_through,unknown,,,0.0000,,active,2026-04-24T17:07:31+00:00,2026-04-29T22:13:43+00:00
HME-00014,HYP-0022,MEC-0008,acts_through,unknown,,,0.0000,,active,2026-04-24T17:07:31+00:00,2026-04-29T22:13:43+00:00
HME-00015,HYP-0023,MEC-0008,acts_through,unknown,,,0.0000,,active,2026-04-24T17:07:31+00:00,2026-04-29T22:13:43+00:00
HME-00016,HYP-0029,MEC-0009,acts_through,unknown,,,0.1389,,active,2026-04-24T17:07:31+00:00,2026-04-29T22:13:43+00:00
HME-00017,HYP-0030,MEC-0009,acts_through,unknown,,,0.0000,,active,2026-04-24T17:07:31+00:00,2026-04-29T22:13:43+00:00
HME-00018,HYP-0031,MEC-0011,acts_through,supporting,,,0.3844,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00019,HYP-0031,MEC-0010,acts_through,supporting,,,0.4167,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00020,HYP-0032,MEC-0012,acts_through,supporting,,,0.4695,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00021,HYP-0032,MEC-0006,acts_through,supporting,,,0.5379,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00022,HYP-0033,MEC-0014,acts_through,supporting,,,0.3170,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00023,HYP-0033,MEC-0010,acts_through,supporting,,,0.3372,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00024,HYP-0034,MEC-0016,acts_through,supporting,,,0.4809,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00025,HYP-0035,MEC-0016,acts_through,supporting,,,0.3595,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00026,HYP-0036,MEC-0016,acts_through,supporting,,,0.5407,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00027,HYP-0036,MEC-0002,acts_through,supporting,,,0.6892,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00028,HYP-0037,MEC-0019,acts_through,supporting,,,0.6965,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00029,HYP-0037,MEC-0016,acts_through,supporting,,,0.5781,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00030,HYP-0038,MEC-0006,acts_through,supporting,,,0.2344,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00031,HYP-0039,MEC-0002,acts_through,supporting,,,0.8284,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00032,HYP-0039,MEC-0010,acts_through,supporting,,,0.8026,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00033,HYP-0040,MEC-0001,acts_through,supporting,,,0.5608,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00034,HYP-0040,MEC-0002,acts_through,supporting,,,0.5724,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00035,HYP-0041,MEC-0002,acts_through,supporting,,,0.8359,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00036,HYP-0041,MEC-0005,acts_through,supporting,,,0.7909,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00037,HYP-0041,MEC-0008,acts_through,supporting,,,0.8047,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00038,HYP-0042,MEC-0008,acts_through,supporting,,,0.4456,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00039,HYP-0043,MEC-0016,acts_through,supporting,,,0.5336,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00040,HYP-0044,MEC-0002,acts_through,supporting,,,0.9363,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00041,HYP-0044,MEC-0010,acts_through,supporting,,,0.9071,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00042,HYP-0045,MEC-0002,acts_through,supporting,,,0.6683,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00043,HYP-0045,MEC-0020,acts_through,supporting,,,0.5778,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00044,HYP-0046,MEC-0001,acts_through,supporting,,,0.7745,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00045,HYP-0046,MEC-0003,acts_through,supporting,,,0.7121,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00046,HYP-0047,MEC-0020,acts_through,supporting,,,0.5292,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00047,HYP-0047,MEC-0007,acts_through,supporting,,,0.5248,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00048,HYP-0048,MEC-0016,acts_through,supporting,,,0.3595,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00049,HYP-0049,MEC-0001,acts_through,supporting,,,0.0000,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00050,HYP-0050,MEC-0003,acts_through,supporting,,,0.3937,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00051,HYP-0051,MEC-0002,acts_through,supporting,,,0.7147,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00052,HYP-0051,MEC-0017,acts_through,supporting,,,0.6631,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00053,HYP-0052,MEC-0010,acts_through,supporting,,,0.5858,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00054,HYP-0053,MEC-0001,acts_through,supporting,,,0.0000,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00055,HYP-0053,MEC-0002,acts_through,supporting,,,0.0000,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00056,HYP-0054,MEC-0001,acts_through,supporting,,,0.2178,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00057,HYP-0006,MEC-0011,acts_through,supporting,,,0.8316,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00058,HYP-0006,MEC-0014,acts_through,supporting,,,0.8475,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00059,HYP-0029,MEC-0015,acts_through,supporting,,,0.1069,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00060,HYP-0030,MEC-0015,acts_through,supporting,,,0.0000,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00061,HYP-0008,MEC-0017,acts_through,supporting,,,0.8435,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00062,HYP-0007,MEC-0019,acts_through,supporting,,,0.8531,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00063,HYP-0005,MEC-0018,acts_through,supporting,,,0.7997,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00064,HYP-0011,MEC-0016,acts_through,supporting,,,0.3372,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00065,HYP-0012,MEC-0016,acts_through,supporting,,,0.3372,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00066,HYP-0056,MEC-0026,acts_through,supporting,,,0.7404,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
HME-00067,HYP-0056,MEC-0021,acts_through,supporting,,,0.7185,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
HME-00068,HYP-0057,MEC-0024,acts_through,supporting,,,0.5000,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
HME-00069,HYP-0057,MEC-0023,acts_through,supporting,,,0.6199,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
HME-00070,HYP-0058,MEC-0021,acts_through,supporting,,,0.6129,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
HME-00071,HYP-0058,MEC-0022,acts_through,supporting,,,0.5428,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
HME-00072,HYP-0059,MEC-0022,acts_through,supporting,,,0.4587,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
HME-00073,HYP-0059,MEC-0002,acts_through,supporting,,,0.5511,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
HME-00074,HYP-0060,MEC-0024,acts_through,supporting,,,0.4458,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
HME-00075,HYP-0060,MEC-0007,acts_through,supporting,,,0.5300,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
HME-00076,HYP-0061,MEC-0022,acts_through,supporting,,,0.0000,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
HME-00077,HYP-0007,MEC-0021,acts_through,supporting,,,0.8482,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
HME-00078,HYP-0007,MEC-0023,acts_through,supporting,,,0.8070,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
HME-00079,HYP-0007,MEC-0025,acts_through,supporting,,,0.8431,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
HME-00080,HYP-0007,MEC-0026,acts_through,supporting,,,0.8741,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
HME-00081,HYP-0022,MEC-0026,acts_through,supporting,,,0.0000,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
HME-00082,HYP-0022,MEC-0021,acts_through,supporting,,,0.0000,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
HME-00083,HYP-0023,MEC-0026,acts_through,supporting,,,0.0000,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
HME-00084,HYP-0005,MEC-0023,acts_through,supporting,,,0.7774,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
HME-00085,HYP-0062,MEC-0029,acts_through,supporting,,,0.2045,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
HME-00086,HYP-0063,MEC-0001,acts_through,supporting,,,0.7748,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
HME-00087,HYP-0063,MEC-0003,acts_through,supporting,,,0.7124,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
HME-00088,HYP-0064,MEC-0031,acts_through,supporting,,,0.2619,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
HME-00089,HYP-0064,MEC-0028,acts_through,supporting,,,0.2748,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
HME-00090,HYP-0065,MEC-0027,acts_through,supporting,,,0.5031,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
HME-00091,HYP-0065,MEC-0002,acts_through,supporting,,,0.5311,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
HME-00092,HYP-0045,MEC-0029,acts_through,supporting,,,0.5369,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
HME-00093,HYP-0021,MEC-0031,acts_through,supporting,,,0.0000,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
HME-00094,HYP-0008,MEC-0027,acts_through,supporting,,,0.8611,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
HME-00095,HYP-0006,MEC-0030,acts_through,supporting,,,0.8134,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
HME-00096,HYP-0029,MEC-0030,acts_through,supporting,,,0.1858,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
HME-00097,HYP-0030,MEC-0030,acts_through,supporting,,,0.0000,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
HME-00098,HYP-0031,MEC-0030,acts_through,supporting,,,0.3759,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
HME-00099,HYP-0066,MEC-0032,acts_through,supporting,,,0.8088,,active,2026-04-27T22:06:26+00:00,2026-04-29T22:13:43+00:00
HME-00100,HYP-0066,MEC-0002,acts_through,supporting,,,0.8563,,active,2026-04-27T22:06:26+00:00,2026-04-29T22:13:43+00:00
HME-00101,HYP-0067,MEC-0032,acts_through,supporting,,,0.8018,,active,2026-04-27T22:06:26+00:00,2026-04-29T22:13:43+00:00
HME-00102,HYP-0067,MEC-0002,acts_through,supporting,,,0.8489,,active,2026-04-27T22:06:26+00:00,2026-04-29T22:13:43+00:00
HME-00103,HYP-0067,MEC-0005,acts_through,supporting,,,0.8032,,active,2026-04-27T22:06:26+00:00,2026-04-29T22:13:43+00:00
HME-00104,HYP-0044,MEC-0032,acts_through,supporting,,,0.8844,,active,2026-04-27T22:06:26+00:00,2026-04-29T22:13:43+00:00
HME-00105,HYP-0068,MEC-0032,acts_through,supporting,,,0.8632,,active,2026-04-27T22:12:16+00:00,2026-04-29T22:13:43+00:00
HME-00106,HYP-0068,MEC-0002,acts_through,supporting,,,0.9140,,active,2026-04-27T22:12:16+00:00,2026-04-29T22:13:43+00:00
HME-00107,HYP-0069,MEC-0010,acts_through,supporting,,,0.8704,,active,2026-04-27T22:12:16+00:00,2026-04-29T22:13:43+00:00
HME-00108,HYP-0069,MEC-0001,acts_through,supporting,,,0.8802,,active,2026-04-27T22:12:16+00:00,2026-04-29T22:13:43+00:00
HME-00109,HYP-0070,MEC-0010,acts_through,supporting,,,0.4050,,active,2026-04-27T22:16:07+00:00,2026-04-29T22:13:43+00:00
HME-00110,HYP-0070,MEC-0011,acts_through,supporting,,,0.3736,,active,2026-04-27T22:16:07+00:00,2026-04-29T22:13:43+00:00
HME-00111,HYP-0070,MEC-0033,acts_through,supporting,,,0.1958,,active,2026-04-27T22:16:07+00:00,2026-04-29T22:13:43+00:00
HME-00112,HYP-0025,MEC-0002,acts_through,supporting,,,0.0000,,active,2026-04-28T02:13:59+00:00,2026-04-29T22:13:43+00:00
HME-00113,HYP-0025,MEC-0005,acts_through,supporting,,,0.0000,,active,2026-04-28T02:13:59+00:00,2026-04-29T22:13:43+00:00
HME-00114,HYP-0025,MEC-0017,acts_through,supporting,,,0.0000,,active,2026-04-28T02:13:59+00:00,2026-04-29T22:13:43+00:00
HME-00115,HYP-0028,MEC-0006,acts_through,supporting,,,0.6080,,active,2026-04-28T02:13:59+00:00,2026-04-29T22:13:43+00:00
HME-00116,HYP-0028,MEC-0007,acts_through,supporting,,,0.6526,,active,2026-04-28T02:13:59+00:00,2026-04-29T22:13:43+00:00
HME-00117,HYP-0028,MEC-0009,acts_through,supporting,,,0.5854,,active,2026-04-28T02:13:59+00:00,2026-04-29T22:13:43+00:00
HME-00118,HYP-0071,MEC-0034,acts_through,supporting,,,0.6246,,active,2026-04-28T16:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00119,HYP-0071,MEC-0007,acts_through,supporting,,,0.6431,,active,2026-04-28T16:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00120,HYP-0072,MEC-0003,acts_through,supporting,,,0.3100,,active,2026-04-28T16:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00121,HYP-0072,MEC-0007,acts_through,unknown,,,0.2507,,active,2026-04-28T16:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00122,HYP-0073,MEC-0006,acts_through,supporting,,,0.4906,,active,2026-04-28T16:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00123,HYP-0073,MEC-0034,acts_through,unknown,,,0.4347,,active,2026-04-28T16:14:42+00:00,2026-04-29T22:13:43+00:00
HME-00124,HYP-0025,MEC-0002,acts_through,supporting,,,,,active,2026-04-28T02:13:59+00:00,2026-04-28T02:13:59+00:00
HME-00125,HYP-0025,MEC-0005,acts_through,supporting,,,,,active,2026-04-28T02:13:59+00:00,2026-04-28T02:13:59+00:00
HME-00126,HYP-0025,MEC-0017,acts_through,supporting,,,,,active,2026-04-28T02:13:59+00:00,2026-04-28T02:13:59+00:00
HME-00127,HYP-0028,MEC-0006,acts_through,supporting,,,,,active,2026-04-28T02:13:59+00:00,2026-04-28T02:13:59+00:00
HME-00128,HYP-0028,MEC-0007,acts_through,supporting,,,,,active,2026-04-28T02:13:59+00:00,2026-04-28T02:13:59+00:00
HME-00129,HYP-0028,MEC-0009,acts_through,supporting,,,,,active,2026-04-28T02:13:59+00:00,2026-04-28T02:13:59+00:00
