id,intervention_id,hypothesis_id,relation_type,polarity,evidence_for_count,evidence_against_count,evidence_strength_aggregate,context_scope,status,created_at,last_updated
IHE-00001,INT-0001,HYP-0001,cause_mitigation,supporting,,,0.8102,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:29:21+00:00
IHE-00002,INT-0008,HYP-0003,cause_mitigation,supporting,,,0.7324,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:29:21+00:00
IHE-00003,INT-0009,HYP-0004,cause_mitigation,supporting,,,0.5959,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:29:21+00:00
IHE-00004,INT-0009,HYP-0005,cause_mitigation,supporting,,,0.6570,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:29:21+00:00
IHE-00005,INT-0052,HYP-0011,cause_mitigation,supporting,,,0.3500,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:29:21+00:00
IHE-00006,INT-0052,HYP-0012,cause_mitigation,supporting,,,0.3500,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:29:21+00:00
IHE-00007,INT-0051,HYP-0013,cause_mitigation,supporting,,,0.2981,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:29:21+00:00
IHE-00008,INT-0053,HYP-0014,cause_mitigation,supporting,,,0.1292,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:29:21+00:00
IHE-00009,INT-0009,HYP-0015,cause_mitigation,supporting,,,0.4426,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:29:21+00:00
IHE-00010,INT-0054,HYP-0016,cause_mitigation,supporting,,,0.1361,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:29:21+00:00
IHE-00011,INT-0050,HYP-0017,cause_mitigation,supporting,,,0.1804,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:29:21+00:00
IHE-00012,INT-0013,HYP-0020,cause_mitigation,supporting,,,0.2288,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:29:21+00:00
IHE-00013,INT-0014,HYP-0021,cause_mitigation,supporting,,,0.2283,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:29:21+00:00
IHE-00014,INT-0025,HYP-0022,cause_mitigation,supporting,,,0.2812,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:29:21+00:00
IHE-00015,INT-0059,HYP-0023,cause_mitigation,supporting,,,0.1905,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:29:21+00:00
IHE-00016,INT-0006,HYP-0026,cause_mitigation,supporting,,,0.1973,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:29:21+00:00
IHE-00017,INT-0036,HYP-0029,cause_mitigation,supporting,,,0.5347,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:29:21+00:00
IHE-00018,INT-0036,HYP-0030,cause_mitigation,supporting,,,0.3900,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:29:21+00:00
IHE-00019,INT-0061,HYP-0034,cause_mitigation,supporting,,,0.5402,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00020,INT-0066,HYP-0048,cause_mitigation,supporting,,,0.3990,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00021,INT-0066,HYP-0035,cause_mitigation,supporting,,,0.3990,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00022,INT-0067,HYP-0049,cause_mitigation,supporting,,,0.1844,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00023,INT-0068,HYP-0033,cause_mitigation,supporting,,,0.3856,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00024,INT-0069,HYP-0034,cause_mitigation,supporting,,,0.4978,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00025,INT-0070,HYP-0048,cause_mitigation,supporting,,,0.3936,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00026,INT-0070,HYP-0035,cause_mitigation,supporting,,,0.3936,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00027,INT-0071,HYP-0037,cause_mitigation,supporting,,,0.5471,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00028,INT-0072,HYP-0038,cause_mitigation,supporting,,,0.3669,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00029,INT-0073,HYP-0037,cause_mitigation,supporting,,,0.5430,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00030,INT-0074,HYP-0037,cause_mitigation,supporting,,,0.5662,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00031,INT-0075,HYP-0036,cause_mitigation,supporting,,,0.4925,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00032,INT-0075,HYP-0037,cause_mitigation,supporting,,,0.5261,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00033,INT-0013,HYP-0045,cause_mitigation,supporting,,,0.5944,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00034,INT-0016,HYP-0046,cause_mitigation,supporting,,,0.6328,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00035,INT-0015,HYP-0047,cause_mitigation,supporting,,,0.5475,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00036,INT-0030,HYP-0050,cause_mitigation,supporting,,,0.4965,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00037,INT-0065,HYP-0032,cause_mitigation,supporting,,,0.6025,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00038,INT-0046,HYP-0039,cause_mitigation,supporting,,,0.6449,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00039,INT-0047,HYP-0031,cause_mitigation,supporting,,,0.5272,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00040,INT-0007,HYP-0031,cause_mitigation,supporting,,,0.5073,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00041,INT-0037,HYP-0031,cause_mitigation,supporting,,,0.5081,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:29:21+00:00
IHE-00042,INT-0076,HYP-0056,cause_mitigation,supporting,,,0.6374,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:29:21+00:00
IHE-00043,INT-0076,HYP-0057,cause_mitigation,supporting,,,0.6225,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:29:21+00:00
IHE-00044,INT-0076,HYP-0058,cause_mitigation,supporting,,,0.5770,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:29:21+00:00
IHE-00045,INT-0076,HYP-0059,cause_mitigation,supporting,,,0.5444,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:29:21+00:00
IHE-00046,INT-0076,HYP-0007,cause_mitigation,supporting,,,0.6585,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:29:21+00:00
IHE-00047,INT-0077,HYP-0056,cause_mitigation,supporting,,,0.6230,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:29:21+00:00
IHE-00048,INT-0078,HYP-0059,cause_mitigation,supporting,,,0.5187,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:29:21+00:00
IHE-00049,INT-0078,HYP-0007,cause_mitigation,supporting,,,0.6274,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:29:21+00:00
IHE-00050,INT-0079,HYP-0061,cause_mitigation,supporting,,,0.1903,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:29:21+00:00
IHE-00051,INT-0080,HYP-0058,cause_mitigation,supporting,,,0.4719,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:29:21+00:00
IHE-00052,INT-0080,HYP-0059,cause_mitigation,supporting,,,0.4453,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:29:21+00:00
IHE-00053,INT-0081,HYP-0056,cause_mitigation,supporting,,,0.5906,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:29:21+00:00
IHE-00054,INT-0082,HYP-0056,cause_mitigation,supporting,,,0.5955,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:29:21+00:00
IHE-00055,INT-0082,HYP-0058,cause_mitigation,supporting,,,0.5390,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:29:21+00:00
IHE-00056,INT-0083,HYP-0059,cause_mitigation,supporting,,,0.4602,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:29:21+00:00
IHE-00057,INT-0084,HYP-0057,cause_mitigation,supporting,,,0.5608,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:29:21+00:00
IHE-00058,INT-0085,HYP-0061,cause_mitigation,supporting,,,0.1748,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:29:21+00:00
IHE-00059,INT-0025,HYP-0056,cause_mitigation,supporting,,,0.6707,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:29:21+00:00
IHE-00060,INT-0025,HYP-0058,cause_mitigation,supporting,,,0.6071,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:29:21+00:00
IHE-00061,INT-0086,HYP-0064,cause_mitigation,supporting,,,0.3970,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:29:21+00:00
IHE-00062,INT-0086,HYP-0021,cause_mitigation,supporting,,,0.2052,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:29:21+00:00
IHE-00063,INT-0087,HYP-0062,cause_mitigation,supporting,,,0.3856,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:29:21+00:00
IHE-00064,INT-0087,HYP-0045,cause_mitigation,supporting,,,0.4907,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:29:21+00:00
IHE-00065,INT-0088,HYP-0006,cause_mitigation,supporting,,,0.5445,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:29:21+00:00
IHE-00066,INT-0089,HYP-0031,cause_mitigation,supporting,,,0.4486,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:29:21+00:00
IHE-00067,INT-0089,HYP-0006,cause_mitigation,supporting,,,0.5206,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:29:21+00:00
IHE-00068,INT-0090,HYP-0031,cause_mitigation,supporting,,,0.4477,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:29:21+00:00
IHE-00069,INT-0091,HYP-0065,cause_mitigation,supporting,,,0.4684,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:29:21+00:00
IHE-00070,INT-0048,HYP-0065,cause_mitigation,supporting,,,0.4746,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:29:21+00:00
IHE-00071,INT-0013,HYP-0062,cause_mitigation,supporting,,,0.4671,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:29:21+00:00
IHE-00072,INT-0002,HYP-0063,cause_mitigation,supporting,,,0.6779,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:29:21+00:00
IHE-00073,INT-0002,HYP-0065,cause_mitigation,supporting,,,0.5718,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:29:21+00:00
IHE-00074,INT-0047,HYP-0065,cause_mitigation,supporting,,,0.5427,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:29:21+00:00
IHE-00075,INT-0092,HYP-0006,cause_mitigation,supporting,,,0.5710,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:29:21+00:00
IHE-00076,INT-0092,HYP-0063,cause_mitigation,supporting,,,0.6005,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:29:21+00:00
IHE-00077,INT-0093,HYP-0006,cause_mitigation,supporting,,,0.5909,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:29:21+00:00
IHE-00078,INT-0093,HYP-0063,cause_mitigation,supporting,,,0.6215,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:29:21+00:00
IHE-00079,INT-0094,HYP-0006,cause_mitigation,supporting,,,0.5728,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:29:21+00:00
IHE-00080,INT-0094,HYP-0031,cause_mitigation,supporting,,,0.4936,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:29:21+00:00
IHE-00081,INT-0095,HYP-0033,cause_mitigation,supporting,,,0.4275,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:29:21+00:00
IHE-00082,INT-0095,HYP-0006,cause_mitigation,supporting,,,0.5445,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:29:21+00:00
IHE-00083,INT-0096,HYP-0006,cause_mitigation,supporting,,,0.5975,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:29:21+00:00
IHE-00084,INT-0096,HYP-0003,cause_mitigation,supporting,,,0.6647,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:29:21+00:00
IHE-00085,INT-0096,HYP-0021,cause_mitigation,supporting,,,0.2454,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:29:21+00:00
IHE-00086,INT-0096,HYP-0045,cause_mitigation,supporting,,,0.5799,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:29:21+00:00
IHE-00087,INT-0096,HYP-0035,cause_mitigation,supporting,,,0.4889,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:29:21+00:00
IHE-00088,INT-0096,HYP-0048,cause_mitigation,supporting,,,0.4889,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:29:21+00:00
IHE-00089,INT-0096,HYP-0046,cause_mitigation,supporting,,,0.6420,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:29:21+00:00
IHE-00090,INT-0096,HYP-0031,cause_mitigation,supporting,,,0.5149,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:29:21+00:00
IHE-00091,INT-0096,HYP-0033,cause_mitigation,supporting,,,0.4692,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:29:21+00:00
IHE-00092,INT-0097,HYP-0006,cause_mitigation,supporting,,,0.5453,,active,2026-04-27T22:16:07+00:00,2026-04-27T22:29:21+00:00
IHE-00093,INT-0097,HYP-0070,cause_mitigation,supporting,,,0.4385,,active,2026-04-27T22:16:07+00:00,2026-04-27T22:29:21+00:00
IHE-00094,INT-0098,HYP-0062,cause_mitigation,supporting,,,0.3649,,active,2026-04-27T22:16:07+00:00,2026-04-27T22:29:21+00:00
IHE-00095,INT-0099,HYP-0015,cause_mitigation,supporting,,,0.3826,,active,2026-04-27T22:16:07+00:00,2026-04-27T22:29:21+00:00
IHE-00096,INT-0099,HYP-0069,cause_mitigation,supporting,,,0.5280,,active,2026-04-27T22:16:07+00:00,2026-04-27T22:29:21+00:00
IHE-00097,INT-0100,HYP-0021,cause_mitigation,supporting,,,0.0,,active,2026-04-28T14:50:45+00:00,2026-04-28T14:50:45+00:00
IHE-00098,INT-0100,HYP-0045,cause_mitigation,supporting,,,0.0,,active,2026-04-28T14:50:45+00:00,2026-04-28T14:50:45+00:00
IHE-00099,INT-0101,HYP-0007,cause_mitigation,supporting,,,0.0,,active,2026-04-28T14:50:45+00:00,2026-04-28T14:50:45+00:00
IHE-00100,INT-0101,HYP-0059,cause_mitigation,supporting,,,0.0,,active,2026-04-28T14:50:45+00:00,2026-04-28T14:50:45+00:00
